Equipment_Weight,Equipment_Value,Base_Transport_Fee,CrossBorder_Shipping,Urgent_Shipping,Installation_Service,Fragile_Equipment,Rural_Hospital,Days_to_Delivery,Order_Month_Num,Order_Weekday,Equipment_Area,Equipment_Type_Brass,Equipment_Type_Bronze,Equipment_Type_Clay,Equipment_Type_Marble,Equipment_Type_Stone,Equipment_Type_Wood,Transport_Method_Roadways,Transport_Method_Waterways,Hospital_Info_Working Class,Order_Year_Num_2016,Order_Year_Num_2017,Order_Year_Num_2018,Order_Year_Num_2019
1291994.0,1989.44,38.99,0,1,0,0,0,3,6,2,208.0,0,0,0,0,0,0,1,0,0,0,0,1,0
83.0,5.85,12.13,0,0,0,0,0,1,7,5,114.0,0,0,0,0,0,1,1,0,1,0,0,1,0
1801438.0,6601.7,49.98,1,1,0,0,0,0,8,0,475.0,0,0,0,1,0,0,0,0,0,0,0,1,0
3162.0,5.45,20.81,0,0,1,0,1,2,9,2,336.0,0,0,0,0,0,0,0,1,1,1,0,0,0
1189.0,3.59,12.4,0,0,0,0,1,4,5,1,91.0,1,0,0,0,0,0,1,0,1,0,1,0,0
6462.0,39.7,83.44,0,0,0,1,0,0,8,3,560.0,0,0,1,0,0,0,1,0,1,0,0,1,0
169.0,5.86,23.48,0,0,1,0,0,4,8,1,120.0,0,0,0,0,0,1,1,0,1,0,0,0,0
12594.0,40.05,63.9,0,0,0,0,0,4,3,3,270.0,0,0,0,0,0,0,1,0,1,0,0,0,0
4794.0,18.86,20.36,1,1,0,0,0,4,7,3,35.0,0,0,0,1,0,0,0,0,1,0,0,0,1
6011455.0,17318.82,73.43,1,0,1,0,0,3,5,5,720.0,0,0,0,0,1,0,0,0,1,0,0,0,1
596.0,3.16,23.83,0,0,0,0,0,0,8,3,342.0,0,0,0,0,0,1,1,0,1,0,1,0,0
1105.0,5.49,23.57,1,0,1,0,0,0,1,5,36.0,0,0,0,0,0,0,1,0,1,0,0,1,0
7649.0,9.16,89.66,0,1,1,0,0,0,11,0,171.0,0,1,0,0,0,0,1,0,0,0,1,0,0
3162.0,122.43,32.8,1,1,1,0,0,4,10,4,378.0,0,1,0,0,0,0,0,0,1,1,0,0,0
815778.0,1060.53,58.91,0,1,0,0,0,1,3,4,260.0,0,0,0,0,1,0,0,0,0,0,0,0,0
289.0,6.9,14.24,0,1,0,0,0,0,7,4,207.0,0,0,0,0,0,1,0,0,1,0,0,0,0
1765.0,3.86,12.71,0,0,0,1,0,1,9,6,192.0,0,0,1,0,0,0,1,0,1,0,0,1,0
323.0,4.01,20.16,1,0,0,0,0,0,11,3,77.0,0,0,0,0,0,0,0,0,1,0,0,1,0
31375.0,49.15,73.47,0,1,0,0,0,2,1,6,455.0,1,0,0,0,0,0,1,0,0,0,0,0,1
62382.0,490.82,38.14,1,0,0,0,1,1,8,5,112.0,0,0,0,0,0,0,0,1,1,0,1,0,0
966.0,4.31,14.74,1,0,0,0,0,1,7,6,210.0,0,0,0,0,0,0,1,0,1,0,0,0,1
414.0,4.96,19.68,0,0,1,0,1,0,6,4,231.0,0,0,0,0,0,1,1,0,0,0,0,0,0
1336.0,5.7,19.72,0,1,1,0,0,3,8,0,315.0,0,0,0,0,0,0,0,0,0,1,0,0,0
50.0,4.07,21.37,0,0,0,0,1,0,8,5,9.0,0,1,0,0,0,0,1,0,1,0,1,0,0
1108.0,5.47,12.99,1,0,0,1,0,2,11,4,112.0,0,0,1,0,0,0,1,0,1,0,1,0,0
14460.0,59.23,52.02,0,0,0,1,0,0,4,0,931.0,0,0,1,0,0,0,0,1,1,0,0,1,0
84692.0,128.16,69.98,0,0,0,0,0,4,10,3,132.0,0,0,0,0,1,0,1,0,1,0,0,1,0
3162.0,13.81,11.69,0,0,0,0,0,3,2,3,30.0,0,0,0,0,0,0,0,1,0,0,0,1,0
12637.0,19.61,25.7,0,0,0,0,0,2,9,1,210.0,1,0,0,0,0,0,1,0,1,0,0,0,0
6833.0,13.68,66.88,1,1,1,0,0,4,9,4,1020.0,0,0,0,0,0,0,1,0,1,0,0,1,0
56467.0,122.63,37.49,0,0,1,0,0,2,7,3,128.0,0,0,0,1,0,0,1,0,0,0,0,1,0
920256.0,2768.89,41.56,0,1,0,0,0,2,5,2,390.0,0,0,0,1,0,0,1,0,0,0,0,0,1
1217.0,5.59,17.95,0,1,0,0,0,2,2,5,420.0,0,0,0,0,0,0,1,0,0,0,1,0,0
1480729.0,4426.61,99.24,0,0,0,0,0,4,1,2,630.0,0,0,0,1,0,0,1,0,1,0,0,0,0
239778.0,1215.51,30.1,0,0,0,0,0,0,11,3,231.0,0,0,0,0,1,0,1,0,1,0,1,0,0
3664.0,21.51,16.95,0,0,0,0,0,2,1,6,84.0,1,0,0,0,0,0,0,1,1,0,0,0,1
5249.0,9.34,69.68,0,0,0,0,0,4,4,0,96.0,0,0,0,0,0,0,0,0,1,0,0,1,0
3162.0,3.19,15.0,0,0,0,0,0,1,5,0,168.0,0,0,0,0,0,0,0,0,0,0,0,1,0
66080.0,96.93,52.84,1,1,1,0,0,1,8,1,440.0,1,0,0,0,0,0,0,0,1,1,0,0,0
38838.0,115.38,58.53,1,0,0,0,0,4,12,6,561.0,0,1,0,0,0,0,1,0,1,0,0,0,0
804.0,3.46,13.58,0,0,0,1,0,2,10,4,78.0,0,0,1,0,0,0,1,0,1,1,0,0,0
1311.0,3.51,10.52,0,0,0,0,0,2,9,2,48.0,0,0,0,1,0,0,1,0,1,1,0,0,0
103.0,5.48,10.08,0,0,0,0,0,0,7,2,96.0,0,0,0,0,0,1,0,0,0,0,0,1,0
4475.0,22.02,23.11,0,1,0,0,1,1,12,5,136.0,0,1,0,0,0,0,0,0,1,0,0,1,0
2964.0,5.42,13.39,1,0,1,0,0,4,11,3,90.0,1,0,0,0,0,0,0,1,1,0,1,0,0
5473.0,8.21,71.58,0,0,1,0,1,4,5,2,72.0,0,0,0,1,0,0,1,0,1,0,1,0,0
492.0,5.72,22.45,0,0,1,0,0,4,10,6,350.0,0,0,0,0,0,1,1,0,1,0,0,0,0
71622.0,292.26,81.76,0,0,0,0,0,3,8,4,525.0,1,0,0,0,0,0,1,0,1,0,0,1,0
258.0,4.76,18.63,1,0,1,0,0,0,2,1,176.0,0,0,0,0,0,1,1,0,1,0,0,1,0
16.0,3.43,24.36,0,1,0,0,0,3,11,5,12.0,0,0,0,0,0,0,0,0,0,0,0,1,0
1999905.0,5748.93,35.08,0,0,0,0,0,2,8,6,770.0,0,0,0,1,0,0,0,0,1,1,0,0,0
560.0,5.64,12.78,0,1,1,0,0,4,8,3,91.0,0,0,0,0,0,0,1,0,0,1,0,0,0
44187.0,104.49,56.5,1,0,1,0,0,2,6,2,320.0,1,0,0,0,0,0,1,0,0,0,0,1,0
11382.0,33.11,99.47,0,0,1,0,0,1,9,5,240.0,0,1,0,0,0,0,1,0,0,0,0,0,0
12273.0,41.8,99.56,0,0,0,0,0,0,2,2,40.0,0,0,0,0,1,0,1,0,0,0,0,0,0
14351.0,59.06,85.87,0,0,0,0,0,0,1,4,420.0,0,1,0,0,0,0,1,0,1,0,1,0,0
1605514.0,7259.52,52.11,0,0,0,0,0,0,7,0,336.0,0,0,0,1,0,0,1,0,1,0,0,0,1
257.0,3.73,18.4,0,0,1,0,0,2,6,4,72.0,0,0,0,0,0,0,1,0,1,1,0,0,0
651.0,5.84,19.56,1,0,0,0,0,1,7,0,15.0,0,0,0,1,0,0,0,0,1,1,0,0,0
1380348.0,2824.05,85.4,0,1,1,0,0,3,9,3,345.0,0,0,0,0,1,0,1,0,1,1,0,0,0
227096.0,437.58,39.31,1,1,1,0,0,2,4,0,184.0,0,0,0,1,0,0,0,0,0,1,0,0,0
578.0,3.76,20.93,0,0,1,1,0,2,5,0,72.0,0,0,1,0,0,0,1,0,1,0,0,0,1
104.0,4.26,11.81,0,1,0,0,0,1,5,2,208.0,0,0,0,0,0,1,1,0,1,0,0,0,1
1258.0,4.44,15.2,0,1,1,0,0,0,7,0,96.0,0,0,0,0,0,0,1,0,1,0,0,0,0
11898.0,6.55,34.11,0,0,0,0,0,3,12,3,350.0,1,0,0,0,0,0,0,1,1,0,1,0,0
2708726.0,15410.87,81.4,0,1,0,0,0,1,7,4,390.0,0,0,0,0,1,0,1,0,0,1,0,0,0
24742.0,118.49,47.2,1,0,0,0,0,4,11,4,66.0,0,0,0,0,1,0,0,1,1,0,1,0,0
5790.0,4.68,54.72,1,1,1,0,0,0,11,1,147.0,0,1,0,0,0,0,0,0,1,0,1,0,0
3162.0,99.08,61.41,0,0,0,0,0,3,12,3,152.0,0,0,0,0,1,0,1,0,1,1,0,0,0
2547.0,8.1,20.34,0,0,0,0,0,0,12,1,420.0,0,0,0,0,0,0,1,0,1,0,0,0,0
3162.0,9.55,43.31,0,0,1,0,0,4,9,3,510.0,0,1,0,0,0,0,1,0,1,1,0,0,0
5065.0,25.33,27.23,0,0,1,0,0,2,3,2,98.0,1,0,0,0,0,0,1,0,1,1,0,0,0
6527.0,11.47,63.78,0,1,0,0,0,4,2,0,104.0,1,0,0,0,0,0,0,0,0,0,1,0,0
3162.0,410.28,45.92,1,0,1,0,0,0,6,2,154.0,0,0,0,1,0,0,0,1,1,0,0,0,0
291.0,6.7,12.48,0,0,0,0,0,2,12,3,77.0,0,0,0,0,0,0,1,0,1,0,0,0,0
572.0,6.29,13.85,0,1,1,0,0,4,1,1,36.0,1,0,0,0,0,0,1,0,1,0,0,0,1
623658.0,3064.21,47.6,0,1,0,0,1,3,9,6,432.0,0,0,0,1,0,0,0,0,1,1,0,0,0
20.0,4.33,15.93,1,0,0,0,1,3,1,1,6.0,0,0,0,0,0,0,0,0,1,0,1,0,0
302.0,4.77,10.18,0,0,1,0,1,2,6,5,187.0,0,0,0,0,0,1,1,0,1,0,0,0,0
3175976.0,3037.69,28.03,0,0,0,0,0,4,3,4,595.0,0,0,0,1,0,0,0,0,1,0,1,0,0
109.0,6.33,10.31,0,0,0,1,1,2,7,6,24.0,0,0,1,0,0,0,0,1,1,1,0,0,0
469.0,6.65,21.38,0,0,0,0,0,4,12,2,35.0,0,1,0,0,0,0,1,0,1,0,1,0,0
537081.0,2282.38,80.18,0,0,1,0,1,3,11,6,225.0,0,0,0,0,1,0,1,0,1,0,0,1,0
938854.0,3816.71,81.25,1,1,1,0,0,1,4,4,336.0,0,0,0,0,1,0,0,0,1,0,1,0,0
774398.0,1686.16,90.06,0,1,0,0,0,1,6,2,310.0,0,0,0,0,1,0,1,0,0,0,0,0,0
131650.0,260.51,96.57,0,1,0,0,0,4,1,2,140.0,0,0,0,1,0,0,0,0,0,0,0,0,1
736.0,5.04,14.6,0,1,1,1,0,3,3,0,120.0,0,0,1,0,0,0,0,0,0,0,1,0,0
66.0,5.07,10.2,0,0,0,0,0,4,1,2,24.0,0,0,0,0,0,0,1,0,1,0,0,1,0
80943.0,530.27,27.79,1,0,0,0,0,1,2,6,612.0,1,0,0,0,0,0,0,0,1,1,0,0,0
62782.0,291.17,71.7,1,1,1,0,1,3,5,5,136.0,0,0,0,1,0,0,0,0,0,0,1,0,0
1796.0,10.07,15.75,0,1,0,1,0,2,10,2,174.0,0,0,1,0,0,0,0,0,1,1,0,0,0
4532.0,3.18,12.44,1,0,0,0,0,1,11,2,35.0,0,0,0,1,0,0,0,0,1,0,1,0,0
2636.0,6.18,24.54,0,0,0,0,0,1,12,4,90.0,1,0,0,0,0,0,0,0,1,0,0,0,0
425182.0,509.33,78.22,0,0,0,0,0,1,4,1,312.0,0,0,0,1,0,0,1,0,1,0,1,0,0
1616.0,6.88,16.63,1,1,0,1,0,1,9,1,168.0,0,0,1,0,0,0,1,0,0,0,0,0,0
1074.0,5.03,15.09,0,0,0,1,0,0,10,0,192.0,0,0,1,0,0,0,1,0,1,1,0,0,0
747.0,3.25,22.28,1,0,0,0,1,1,3,1,50.0,0,0,0,0,0,0,0,1,1,1,0,0,0
110941.0,364.32,55.95,0,0,0,0,0,1,4,3,153.0,0,0,0,1,0,0,1,0,1,0,0,1,0
1101.0,5.52,22.36,1,0,0,0,0,0,10,3,574.0,0,0,0,0,0,0,0,1,1,0,1,0,0
476.0,6.05,13.59,0,1,0,0,0,1,7,2,24.0,1,0,0,0,0,0,0,0,0,0,1,0,0
16373.0,27.87,41.85,0,0,0,0,0,2,8,0,312.0,1,0,0,0,0,0,1,0,1,0,0,0,1
3162.0,16.37,86.75,1,0,1,1,0,3,12,0,368.0,0,0,1,0,0,0,0,0,1,0,0,1,0
200945.0,316.72,33.52,0,0,0,0,0,3,6,6,816.0,1,0,0,0,0,0,1,0,1,0,0,0,1
10337.0,9.15,30.66,1,1,0,0,1,1,11,2,288.0,1,0,0,0,0,0,0,0,1,0,1,0,0
3162.0,6.07,20.64,0,0,0,0,0,1,11,4,248.0,0,0,0,0,0,0,1,0,1,0,1,0,0
675.0,5.86,22.29,0,0,1,0,0,4,7,2,45.0,0,1,0,0,0,0,1,0,1,0,0,0,0
1043592.0,3092.86,92.59,1,0,1,0,0,2,9,0,494.0,0,0,0,1,0,0,0,1,1,0,0,0,0
7666999.0,12907.06,58.08,1,0,1,0,1,0,3,1,897.0,0,0,0,0,1,0,1,0,1,0,0,0,0
5936.0,14.65,70.52,0,1,0,0,1,0,3,6,207.0,0,1,0,0,0,0,0,0,1,0,0,0,1
1216.0,4.52,15.68,0,0,0,0,0,1,10,4,261.0,0,0,0,0,0,0,1,0,1,0,1,0,0
98104.0,221.18,82.11,0,0,0,0,0,1,5,1,154.0,0,0,0,1,0,0,1,0,0,0,1,0,0
3162.0,3.18,10.36,1,1,0,0,0,4,1,2,350.0,0,0,0,0,0,1,1,0,0,0,1,0,0
59.0,4.23,10.43,0,1,1,0,0,0,12,3,64.0,0,0,0,0,0,0,1,0,1,1,0,0,0
12676.0,37.09,49.51,0,0,1,0,0,0,2,0,50.0,0,0,0,0,1,0,1,0,1,0,0,1,0
4554.0,19.96,10.73,1,1,0,0,0,2,3,4,162.0,1,0,0,0,0,0,1,0,1,0,1,0,0
2657.0,4.46,22.66,0,0,1,0,0,4,5,2,108.0,0,1,0,0,0,0,1,0,0,0,0,0,1
889.0,6.98,10.03,0,0,1,0,0,3,8,4,630.0,0,0,0,0,0,1,1,0,1,0,0,0,1
3162.0,6.82,10.37,0,0,1,0,0,3,7,4,138.0,0,0,0,0,0,1,1,0,1,0,0,1,0
9789.0,39.79,95.23,0,1,0,0,0,3,4,6,176.0,0,0,0,0,0,0,0,0,0,0,0,0,0
73908.0,215.02,37.6,1,1,0,0,0,3,11,5,112.0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011.0,4.0,21.3,0,0,0,0,0,4,2,2,480.0,0,0,0,0,0,0,1,0,1,0,0,0,0
151.0,5.42,14.98,0,1,1,0,0,2,5,4,20.0,0,1,0,0,0,0,1,0,0,0,1,0,0
3254.0,5.25,21.85,0,1,1,0,0,1,6,6,36.0,0,0,0,1,0,0,0,0,0,0,1,0,0
112.0,6.95,14.71,0,0,0,0,1,0,6,2,35.0,0,0,0,0,0,0,1,0,1,0,1,0,0
160.0,4.48,22.07,0,0,0,0,0,1,1,3,112.0,0,0,0,0,0,1,0,1,1,0,0,0,1
1754.0,6.03,19.39,0,0,1,0,0,3,12,3,312.0,0,0,0,0,0,0,1,0,1,0,0,0,0
5371463.0,40397.16,92.92,1,1,1,0,0,0,3,0,561.0,0,0,0,0,1,0,0,0,1,1,0,0,0
4850.0,3.22,10.33,0,0,0,0,0,2,8,3,98.0,1,0,0,0,0,0,1,0,1,0,0,0,0
127132.0,258.59,66.72,1,1,1,0,0,4,6,4,198.0,0,0,0,1,0,0,0,0,0,0,0,1,0
2794.0,8.64,21.43,1,0,0,1,0,1,4,4,259.0,0,0,1,0,0,0,1,0,1,0,0,0,1
10742.0,16.67,32.23,0,1,0,0,0,2,1,6,40.0,0,0,0,0,1,0,1,0,0,0,0,0,1
3162.0,14.88,22.84,0,0,0,0,0,0,12,1,112.0,0,0,0,0,0,0,1,0,1,0,1,0,0
224105.0,251.45,63.64,1,0,0,0,0,3,12,2,154.0,0,0,0,0,1,0,0,0,1,0,0,1,0
226558.0,771.95,97.4,0,1,0,0,0,3,2,6,182.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3162.0,115.03,32.88,0,0,0,1,0,3,11,6,288.0,0,0,0,1,0,0,1,0,1,1,0,0,0
128.0,3.15,17.43,1,0,1,1,0,4,10,1,36.0,0,0,1,0,0,0,0,1,1,0,1,0,0
649.0,5.09,18.59,0,0,0,0,0,1,6,2,80.0,0,1,0,0,0,0,0,1,1,0,0,0,1
35.0,3.33,16.1,0,0,1,1,0,0,1,6,63.0,0,0,0,0,0,0,1,0,1,0,0,1,0
4692.0,12.86,22.15,1,0,0,0,0,0,12,2,96.0,1,0,0,0,0,0,0,1,1,1,0,0,0
555.0,4.45,16.46,1,1,0,0,0,4,4,5,140.0,0,0,0,0,0,0,0,0,1,0,0,0,0
112.0,5.87,16.55,0,0,0,0,1,4,11,4,45.0,0,0,0,0,0,1,1,0,1,0,0,0,0
12856.0,34.63,67.35,1,0,1,0,0,0,2,6,250.0,0,1,0,0,0,0,0,1,1,1,0,0,0
529455.0,1652.88,96.95,1,0,0,0,0,0,6,3,330.0,0,0,0,0,0,0,1,0,0,0,1,0,0
554754.0,551.1,38.65,0,0,0,0,0,2,4,0,288.0,0,0,0,1,0,0,0,1,0,0,1,0,0
570572.0,1881.49,61.52,1,1,0,0,0,0,5,2,228.0,0,0,0,0,1,0,0,0,1,0,0,0,1
126770.0,533.85,82.23,1,0,1,0,0,2,9,5,187.0,0,0,0,1,0,0,1,0,1,0,1,0,0
61.0,3.81,14.71,0,1,0,0,1,1,7,0,40.0,0,0,0,0,0,1,1,0,1,1,0,0,0
130.0,4.83,18.32,0,0,1,0,1,1,9,5,15.0,0,1,0,0,0,0,0,1,1,0,0,0,0
474405.0,1506.86,95.52,0,0,0,0,0,2,2,3,198.0,0,0,0,0,1,0,0,0,1,0,0,1,0
1007.0,6.3,17.68,0,1,0,0,0,1,2,3,16.0,0,0,0,0,1,0,0,0,0,0,1,0,0
3162.0,23.86,54.28,0,0,1,0,0,3,8,5,333.0,0,1,0,0,0,0,1,0,1,0,0,1,0
3162.0,14.36,20.38,0,1,1,0,0,0,12,4,36.0,0,0,0,1,0,0,0,0,1,0,0,1,0
4841.0,16.97,10.92,1,0,1,1,0,1,4,1,377.0,0,0,0,0,0,0,0,1,1,1,0,0,0
5535.0,42.91,57.16,0,0,0,1,0,1,5,3,352.0,0,0,1,0,0,0,1,0,1,1,0,0,0
1306.0,4.85,21.51,0,0,0,1,0,3,7,0,112.0,0,0,1,0,0,0,0,1,1,0,1,0,0
2462.0,10.88,21.47,0,0,1,0,0,3,7,1,84.0,0,1,0,0,0,0,1,0,1,0,0,0,1
144.0,6.74,11.27,0,0,0,1,0,4,4,4,28.0,0,0,1,0,0,0,1,0,1,0,0,1,0
8651.0,16.27,95.78,1,0,0,1,1,0,9,4,494.0,0,0,1,0,0,0,1,0,1,1,0,0,0
50259.0,68.51,74.32,0,1,0,0,0,1,9,6,720.0,0,1,0,0,0,0,0,0,0,0,0,1,0
878471.0,1216.06,37.04,0,0,1,0,0,2,12,0,416.0,0,0,0,1,0,0,0,1,1,0,0,1,0
40246.0,80.11,99.59,1,1,1,0,0,3,9,4,288.0,1,0,0,0,0,0,0,0,1,0,1,0,0
4005.0,14.44,17.41,1,1,0,0,1,3,4,5,104.0,1,0,0,0,0,0,1,0,0,0,0,0,1
12474924.0,4810.59,96.07,0,0,0,0,0,2,3,5,462.0,0,0,0,0,1,0,0,0,1,0,1,0,0
6401.0,9.63,50.08,0,0,1,1,0,4,12,4,405.0,0,0,1,0,0,0,1,0,1,1,0,0,0
7791.0,13.73,44.0,0,1,0,0,0,4,5,6,189.0,0,1,0,0,0,0,0,0,1,0,0,0,1
2111.0,8.87,23.05,0,0,0,0,0,3,1,5,96.0,0,1,0,0,0,0,1,0,0,0,0,0,0
1138.0,7.67,13.58,1,0,0,0,0,1,9,3,171.0,0,0,0,0,0,0,1,0,1,0,0,1,0
5629.0,6.74,54.75,0,1,0,0,0,0,6,5,40.0,0,0,0,1,0,0,0,0,1,0,0,0,1
4537.0,36.02,18.54,0,0,0,0,0,2,11,2,171.0,0,1,0,0,0,0,1,0,1,0,0,1,0
3115.0,7.95,16.16,0,0,1,1,1,4,12,4,345.0,0,0,1,0,0,0,0,0,1,0,1,0,0
583.0,4.72,23.79,0,0,0,0,0,1,1,2,80.0,0,1,0,0,0,0,1,0,1,0,1,0,0
783.0,4.13,21.46,0,0,1,1,0,0,3,2,105.0,0,0,1,0,0,0,1,0,1,0,0,0,0
15043.0,29.06,91.08,0,1,1,1,0,3,7,4,891.0,0,0,1,0,0,0,1,0,0,1,0,0,0
3513025.0,14165.14,71.59,0,0,0,0,0,0,1,5,555.0,0,0,0,0,1,0,1,0,1,0,0,1,0
908.0,4.49,24.18,0,1,0,0,0,0,10,0,180.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3162.0,3.5,11.54,1,0,1,0,0,0,6,4,880.0,0,0,0,0,0,1,0,1,1,1,0,0,0
57618.0,183.59,74.83,0,0,0,0,1,0,2,2,576.0,1,0,0,0,0,0,0,0,1,0,0,0,0
1794.0,4.12,15.71,1,0,1,0,0,0,9,1,25.0,0,0,0,1,0,0,0,0,1,0,1,0,0
4399.0,8.47,23.25,0,0,0,0,0,3,10,2,35.0,0,0,0,0,1,0,1,0,1,1,0,0,0
13701.0,54.74,39.44,0,0,0,0,0,0,9,6,240.0,0,1,0,0,0,0,0,0,1,1,0,0,0
56495.0,86.23,47.06,0,0,0,0,0,4,9,5,588.0,0,1,0,0,0,0,0,1,1,0,1,0,0
1367.0,11.38,24.14,0,0,1,0,0,1,6,4,84.0,0,0,0,0,0,0,1,0,1,0,0,0,0
280.0,5.19,18.39,0,1,0,0,1,2,12,6,161.0,0,0,0,0,0,1,0,0,0,1,0,0,0
3162.0,4.47,13.92,0,0,1,1,0,2,2,2,240.0,0,0,0,0,0,0,1,0,1,0,0,1,0
562649.0,2169.53,66.5,0,0,0,0,1,2,9,0,286.0,0,0,0,1,0,0,1,0,1,0,1,0,0
3162.0,80.98,51.19,0,1,1,0,0,1,6,3,98.0,0,0,0,1,0,0,0,0,0,0,0,1,0
80.0,6.08,19.63,1,0,0,0,1,0,8,0,40.0,0,0,0,0,0,1,0,1,1,0,0,0,0
55.0,4.56,20.16,1,1,1,0,0,1,8,3,28.0,0,0,0,0,0,1,0,0,0,0,0,0,1
1142570.0,1751.41,86.49,0,1,0,0,0,4,5,0,561.0,0,0,0,1,0,0,0,0,1,0,0,0,0
161.0,5.35,20.95,1,1,0,0,0,1,9,4,45.0,0,0,0,0,0,0,0,0,1,0,1,0,0
40.0,6.61,23.57,0,0,0,0,0,2,3,3,45.0,0,0,0,0,0,1,0,0,1,1,0,0,0
3162.0,110.24,40.42,0,0,1,0,0,1,7,0,315.0,0,0,0,0,0,0,1,0,1,0,0,0,0
365.0,3.8,18.76,1,0,1,0,0,3,5,4,216.0,0,0,0,0,0,0,0,0,0,0,0,0,1
21122.0,97.98,80.05,1,1,0,0,0,0,2,1,288.0,1,0,0,0,0,0,0,0,1,0,0,0,1
67268.0,376.7,99.29,0,0,0,0,0,0,6,3,168.0,1,0,0,0,0,0,0,1,1,0,0,1,0
19.0,6.48,20.05,1,0,1,0,0,1,5,1,32.0,0,0,0,0,0,1,1,0,1,1,0,0,0
11501.0,127.3,57.12,0,0,1,0,0,4,11,5,196.0,1,0,0,0,0,0,1,0,1,1,0,0,0
182528.0,505.52,96.31,1,0,1,0,1,1,5,0,240.0,0,0,0,1,0,0,0,1,1,0,1,0,0
4027.0,33.14,22.73,0,1,0,0,0,1,1,5,152.0,0,1,0,0,0,0,1,0,1,0,0,0,0
3162.0,5.74,23.31,0,1,1,0,0,0,5,6,88.0,0,0,0,0,0,0,1,0,1,0,0,1,0
482.0,3.06,11.64,0,0,1,0,1,2,8,0,162.0,0,0,0,0,0,0,1,0,1,0,0,1,0
8385994.0,14458.96,36.26,1,0,1,0,0,4,5,6,640.0,0,0,0,0,1,0,0,1,0,0,0,0,0
9767.0,23.27,66.65,0,1,1,0,0,4,2,4,308.0,0,0,0,0,0,0,0,0,1,0,0,0,1
6603.0,26.45,68.53,0,0,1,0,0,4,12,3,36.0,0,0,0,0,1,0,1,0,1,0,1,0,0
52901.0,324.94,51.96,1,0,0,0,1,3,11,4,91.0,0,0,0,0,1,0,0,1,1,1,0,0,0
1493.0,3.72,17.09,1,0,0,1,0,2,4,6,136.0,0,0,1,0,0,0,0,1,1,1,0,0,0
472.0,6.72,24.04,0,0,0,0,0,3,2,6,442.0,0,0,0,0,0,1,1,0,1,0,0,0,1
227.0,3.82,18.74,0,1,1,0,1,4,7,3,120.0,0,0,0,0,0,1,1,0,0,0,0,0,1
229.0,4.66,20.19,0,0,0,0,0,2,6,4,32.0,0,0,0,0,0,0,1,0,1,0,0,0,0
759.0,4.94,13.72,0,1,0,0,0,2,2,6,138.0,0,0,0,0,0,0,1,0,0,1,0,0,0
104492.0,66.16,63.76,1,1,0,0,0,2,3,5,112.0,0,0,0,0,1,0,0,0,1,1,0,0,0
474.0,4.91,15.19,1,0,0,0,0,0,4,4,119.0,0,0,0,0,0,0,0,0,1,0,1,0,0
1784.0,5.62,18.12,1,0,0,0,0,4,11,6,66.0,0,1,0,0,0,0,0,0,1,1,0,0,0
153.0,3.53,24.43,0,1,0,0,0,0,2,6,126.0,0,0,0,0,0,1,0,0,1,0,0,0,0
68.0,3.75,15.72,1,0,1,0,0,2,10,3,6.0,0,0,0,1,0,0,0,0,1,0,1,0,0
64689.0,112.03,46.39,1,0,1,0,1,0,7,5,78.0,0,0,0,0,1,0,0,1,0,1,0,0,0
3162.0,23949.03,76.31,0,1,0,1,1,2,8,0,799.0,0,0,0,1,0,0,1,0,1,0,1,0,0
638.0,4.96,21.32,0,0,0,0,0,1,3,3,187.0,0,0,0,0,0,0,1,0,1,1,0,0,0
231.0,6.14,19.44,1,1,0,1,0,3,5,4,40.0,0,0,1,0,0,0,0,0,1,0,0,0,1
860.0,5.11,12.58,0,0,0,0,0,0,9,1,189.0,0,0,0,0,0,0,1,0,0,0,0,1,0
1057.0,3.25,16.29,1,0,1,1,0,2,8,6,136.0,0,0,1,0,0,0,0,1,1,0,1,0,0
731.0,3.82,19.81,0,0,1,0,0,1,8,5,168.0,0,0,0,0,0,0,1,0,1,0,0,0,1
655328.0,1720.86,50.19,0,1,0,0,0,3,12,0,378.0,0,0,0,1,0,0,0,0,1,1,0,0,0
8847.0,40.85,67.13,1,0,0,0,0,3,1,3,160.0,1,0,0,0,0,0,0,0,1,0,1,0,0
45965.0,188.55,99.1,1,0,1,0,0,4,3,5,120.0,0,0,0,0,1,0,1,0,1,1,0,0,0
332.0,5.76,23.67,0,0,0,0,1,4,12,0,30.0,0,1,0,0,0,0,1,0,1,0,0,0,0
3601.0,22.32,15.52,1,0,0,0,0,3,7,4,32.0,0,0,0,1,0,0,1,0,1,0,0,1,0
4870.0,9.87,21.27,0,0,0,0,0,1,8,1,272.0,0,1,0,0,0,0,1,0,1,0,0,0,1
1078.0,4.7,19.5,1,0,0,1,0,0,9,5,168.0,0,0,1,0,0,0,1,0,1,0,1,0,0
716.0,3.65,11.57,1,1,1,0,0,3,7,2,40.0,0,1,0,0,0,0,0,0,0,0,1,0,0
86151.0,184.01,98.05,0,1,0,0,0,4,7,4,112.0,0,0,0,0,1,0,1,0,0,0,0,1,0
291.0,4.21,21.94,1,0,1,0,1,4,4,2,112.0,0,0,0,0,0,0,1,0,1,0,0,1,0
8343.0,51.54,85.84,0,1,1,0,1,0,8,3,147.0,1,0,0,0,0,0,0,0,0,1,0,0,0
