Base_Transport_Fee,CrossBorder_Shipping_No,CrossBorder_Shipping_Yes,CrossBorder_Shipping_nan,Equipment_Height,Equipment_Type_Aluminium,Equipment_Type_Brass,Equipment_Type_Bronze,Equipment_Type_Clay,Equipment_Type_Marble,Equipment_Type_Stone,Equipment_Type_Wood,Equipment_Type_nan,Equipment_Value,Equipment_Weight,Equipment_Width,Fragile_Equipment_No,Fragile_Equipment_Yes,Fragile_Equipment_nan,Hospital_Info_Wealthy,Hospital_Info_Working Class,Hospital_Info_nan,Installation_Service_No,Installation_Service_Yes,Installation_Service_nan,Rural_Hospital_No,Rural_Hospital_Yes,Rural_Hospital_nan,Supplier_Reliability,Transport_Method_Airways,Transport_Method_Roadways,Transport_Method_Waterways,Transport_Method_nan,Urgent_Shipping_No,Urgent_Shipping_Yes,Urgent_Shipping_nan
57.12,True,False,False,28.0,False,True,False,False,False,False,False,False,127.3,11501.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.44,False,False,False,True,True,False,False
96.31,False,True,False,20.0,False,False,False,False,True,False,False,False,505.52,182528.0,12.0,True,False,False,False,True,False,False,True,False,False,True,False,0.44,False,False,True,False,True,False,False
22.73,True,False,False,19.0,False,False,True,False,False,False,False,False,33.14,4027.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.77,False,True,False,False,False,True,False
23.31,True,False,False,11.0,False,False,False,False,False,False,False,True,5.74,2628.0,8.0,True,False,False,False,True,False,False,True,False,True,False,False,0.17,False,False,False,True,False,True,False
11.64,True,False,False,18.0,False,False,False,False,False,False,False,True,3.06,482.0,9.0,True,False,False,False,True,False,False,True,False,False,True,False,0.37,False,False,False,True,True,False,False
36.26,False,True,False,40.0,False,False,False,False,False,True,False,False,14458.96,8385994.0,16.0,True,False,False,True,False,False,False,True,False,True,False,False,0.49,False,False,True,False,True,False,False
66.65,True,False,False,22.0,False,False,False,False,False,False,False,True,23.27,9767.0,14.0,True,False,False,False,True,False,False,True,False,True,False,False,0.47,True,False,False,False,False,True,False
68.53,True,False,False,9.0,False,False,False,False,False,True,False,False,26.45,6603.0,4.0,True,False,False,False,True,False,False,True,False,True,False,False,0.95,False,False,False,True,True,False,False
51.96,False,True,False,13.0,False,False,False,False,False,True,False,False,324.94,52901.0,7.0,True,False,False,False,True,False,True,False,False,False,True,False,0.65,False,False,True,False,True,False,False
17.09,False,True,False,17.0,False,False,False,True,False,False,False,False,3.72,1493.0,8.0,False,True,False,False,True,False,True,False,False,True,False,False,0.61,False,False,True,False,True,False,False
24.04,True,False,False,34.0,False,False,False,False,False,False,True,False,6.72,472.0,13.0,True,False,False,False,True,False,True,False,False,True,False,False,0.44,False,False,False,True,True,False,False
18.74,True,False,False,15.0,False,False,False,False,False,False,True,False,3.82,227.0,8.0,True,False,False,True,False,False,False,True,False,False,True,False,0.44,False,False,False,True,False,True,False
20.19,True,False,False,8.0,False,False,False,False,False,False,False,True,4.66,229.0,4.0,True,False,False,False,True,False,True,False,False,False,False,True,0.44,False,False,False,True,True,False,False
13.72,True,False,False,23.0,True,False,False,False,False,False,False,False,4.94,759.0,6.0,True,False,False,True,False,False,True,False,False,True,False,False,0.17,False,False,False,True,False,True,False
63.76,False,True,False,14.0,False,False,False,False,False,True,False,False,66.16,104492.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.44,True,False,False,False,False,True,False
15.19,False,True,False,17.0,True,False,False,False,False,False,False,False,4.91,474.0,7.0,True,False,False,False,True,False,True,False,False,True,False,False,0.6,True,False,False,False,True,False,False
18.12,False,True,False,11.0,False,False,True,False,False,False,False,False,5.62,1784.0,6.0,True,False,False,False,True,False,True,False,False,True,False,False,0.47,True,False,False,False,True,False,False
24.43,True,False,False,20.0,False,False,False,False,False,False,True,False,3.53,153.0,6.0,True,False,False,False,True,False,True,False,False,True,False,False,0.38,True,False,False,False,False,True,False
15.72,False,True,False,3.0,False,False,False,False,True,False,False,False,3.75,68.0,2.0,True,False,False,False,True,False,False,True,False,True,False,False,0.44,True,False,False,False,True,False,False
46.39,False,True,False,13.0,False,False,False,False,False,True,False,False,112.03,64689.0,6.0,True,False,False,True,False,False,False,True,False,False,True,False,0.12,False,False,True,False,True,False,False
21.32,True,False,False,17.0,True,False,False,False,False,False,False,False,4.96,638.0,11.0,True,False,False,False,True,False,True,False,False,True,False,False,0.55,False,True,False,False,True,False,False
19.44,False,True,False,10.0,False,False,False,True,False,False,False,False,6.14,231.0,4.0,False,True,False,False,True,False,True,False,False,True,False,False,0.24,True,False,False,False,False,True,False
12.58,True,False,False,21.0,True,False,False,False,False,False,False,False,5.11,860.0,9.0,True,False,False,True,False,False,True,False,False,True,False,False,0.98,False,True,False,False,True,False,False
16.29,False,True,False,17.0,False,False,False,True,False,False,False,False,3.25,1057.0,8.0,False,True,False,False,True,False,False,True,False,False,False,True,0.02,False,False,True,False,True,False,False
13.77,True,False,False,4.0,False,False,True,False,False,False,False,False,4.63,78.0,4.0,True,False,False,True,False,False,False,True,False,False,True,False,0.65,False,True,False,False,False,True,False
19.81,True,False,False,28.0,True,False,False,False,False,False,False,False,3.82,731.0,6.0,True,False,False,False,True,False,False,True,False,True,False,False,0.61,False,True,False,False,True,False,False
16.5,True,False,False,7.0,False,False,False,False,True,False,False,False,20.84,4113.0,8.0,True,False,False,False,True,False,False,True,False,False,True,False,0.44,False,False,False,True,True,False,False
50.19,True,False,False,27.0,False,False,False,False,True,False,False,False,1720.86,655328.0,14.0,True,False,False,False,True,False,True,False,False,True,False,False,0.44,True,False,False,False,False,True,False
67.13,False,True,False,20.0,False,True,False,False,False,False,False,False,40.85,8847.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.37,True,False,False,False,True,False,False
14.46,True,False,False,15.0,True,False,False,False,False,False,False,False,5.52,438.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.36,False,False,False,True,False,True,False
51.03,False,True,False,10.0,False,False,False,False,True,False,False,False,8.96,2628.0,5.0,True,False,False,False,True,False,True,False,False,True,False,False,0.23,False,False,False,True,True,False,False
99.1,False,True,False,15.0,False,False,False,False,False,True,False,False,188.55,45965.0,8.0,True,False,False,False,True,False,False,True,False,True,False,False,0.21,False,False,False,True,True,False,False
23.67,True,False,False,6.0,False,False,True,False,False,False,False,False,5.76,332.0,5.0,True,False,False,False,True,False,True,False,False,False,True,False,0.04,False,True,False,False,True,False,False
13.5,False,True,False,20.0,False,False,False,False,False,False,True,False,4.77,589.0,16.0,True,False,False,False,True,False,False,True,False,True,False,False,0.04,True,False,False,False,False,True,False
15.52,False,True,False,8.0,False,False,False,False,True,False,False,False,22.32,3601.0,4.0,True,False,False,False,True,False,True,False,False,False,False,True,0.4,False,False,False,True,True,False,False
21.27,True,False,False,34.0,False,False,True,False,False,False,False,False,9.87,4870.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.8,False,True,False,False,True,False,False
19.5,False,True,False,20.0,False,False,False,True,False,False,False,False,4.7,1078.0,8.0,False,True,False,False,True,False,True,False,False,True,False,False,0.51,False,True,False,False,True,False,False
11.57,False,True,False,8.0,False,False,True,False,False,False,False,False,3.65,716.0,5.0,True,False,False,True,False,False,False,True,False,True,False,False,0.67,True,False,False,False,False,True,False
98.05,True,False,False,14.0,False,False,False,False,False,True,False,False,184.01,86151.0,8.0,True,False,False,True,False,False,True,False,False,False,False,True,0.42,False,False,False,True,False,True,False
20.96,True,False,False,14.0,False,False,True,False,False,False,False,False,3.61,2851.0,6.0,True,False,False,True,False,False,True,False,False,True,False,False,0.35,False,False,False,True,False,True,False
21.94,False,True,False,14.0,True,False,False,False,False,False,False,False,4.21,291.0,8.0,True,False,False,False,True,False,False,True,False,False,True,False,0.6,False,False,False,True,True,False,False
85.84,True,False,False,21.0,False,True,False,False,False,False,False,False,51.54,8343.0,7.0,True,False,False,True,False,False,False,True,False,False,True,False,0.62,True,False,False,False,False,True,False
50.88,True,False,False,18.0,False,False,False,False,False,True,False,False,11128.79,1016406.0,14.0,True,False,False,True,False,False,True,False,False,True,False,False,0.96,False,True,False,False,True,False,False
50.31,True,False,False,26.0,False,False,False,False,True,False,False,False,144.37,152305.0,8.0,True,False,False,True,False,False,False,True,False,True,False,False,0.33,False,True,False,False,False,True,False
98.45,True,False,False,35.0,False,False,False,True,False,False,False,False,5.98,8315.0,21.0,False,True,False,False,True,False,False,True,False,True,False,False,0.42,False,False,False,True,True,False,False
21.18,True,False,False,7.0,False,False,False,True,False,False,False,False,4.56,105.0,4.0,False,True,False,True,False,False,True,False,False,False,True,False,0.19,False,True,False,False,False,True,False
56.29,True,False,False,27.0,False,True,False,False,False,False,False,False,32.83,8880.0,8.0,True,False,False,False,True,False,False,True,False,True,False,False,0.28,False,True,False,False,False,True,False
49.23,True,False,False,19.0,False,False,False,False,True,False,False,False,722.65,113349.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.75,True,False,False,False,True,False,False
14.05,False,True,False,12.0,False,False,False,False,False,False,True,False,3.24,107.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.32,False,False,True,False,True,False,False
51.6,True,False,False,37.0,False,False,True,False,False,False,False,False,92.09,2628.0,15.0,True,False,False,False,True,False,True,False,False,False,True,False,0.44,False,True,False,False,True,False,False
42.56,True,False,False,20.0,False,False,False,False,True,False,False,False,617.22,195249.0,11.0,True,False,False,False,True,False,True,False,False,True,False,False,0.99,False,True,False,False,True,False,False
56.84,True,False,False,22.0,False,True,False,False,False,False,False,False,120.71,22289.0,16.0,True,False,False,False,True,False,False,True,False,True,False,False,0.38,False,True,False,False,False,True,False
91.84,True,False,False,28.0,False,False,True,False,False,False,False,False,68.6,20677.0,12.0,True,False,False,True,False,False,False,True,False,True,False,False,0.4,True,False,False,False,False,True,False
14.9,True,False,False,21.0,False,False,False,True,False,False,False,False,6.71,3814.0,14.0,False,True,False,False,True,False,False,True,False,True,False,False,0.44,False,False,True,False,True,False,False
81.55,True,False,False,22.0,False,True,False,False,False,False,False,False,34.49,13013.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.38,False,True,False,False,True,False,False
21.17,True,False,False,31.0,True,False,False,False,False,False,False,False,4.26,2628.0,13.0,True,False,False,False,True,False,False,True,False,True,False,False,0.15,False,True,False,False,True,False,False
21.35,True,False,False,8.0,True,False,False,False,False,False,False,False,3.09,115.0,4.0,True,False,False,True,False,False,False,True,False,True,False,False,0.61,True,False,False,False,False,True,False
47.2,True,False,False,24.0,False,False,False,False,True,False,False,False,686.47,137634.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.57,False,True,False,False,False,True,False
14.62,False,True,False,25.0,False,False,False,True,False,False,False,False,5.87,2302.0,10.0,False,True,False,True,False,False,False,True,False,True,False,False,0.83,True,False,False,False,False,True,False
36.88,True,False,False,40.0,False,False,False,False,False,False,False,True,136.45,88279.0,23.0,True,False,False,True,False,False,True,False,False,False,False,True,0.44,True,False,False,False,False,True,False
17.16,True,False,False,5.0,False,False,False,True,False,False,False,False,3.43,108.0,4.0,False,True,False,False,True,False,False,True,False,True,False,False,0.34,False,True,False,False,True,False,False
24.64,True,False,False,29.0,False,False,False,False,False,False,False,True,5.86,366.0,8.0,True,False,False,True,False,False,False,True,False,True,False,False,0.75,False,True,False,False,True,False,False
14.38,True,False,False,9.0,True,False,False,False,False,False,False,False,4.67,70.0,5.0,True,False,False,True,False,False,True,False,False,True,False,False,0.39,False,True,False,False,True,False,False
69.07,True,False,False,13.0,False,False,False,False,True,False,False,False,51.32,32136.0,7.0,True,False,False,False,True,False,True,False,False,False,True,False,0.95,False,False,True,False,True,False,False
12.05,True,False,False,4.0,False,False,False,False,False,False,True,False,4.52,2628.0,4.0,True,False,False,False,True,False,True,False,False,False,False,True,0.44,True,False,False,False,False,True,False
16.59,False,True,False,20.0,False,False,False,True,False,False,False,False,7.58,2404.0,11.0,False,True,False,False,True,False,True,False,False,True,False,False,0.29,False,False,True,False,True,False,False
19.7,False,True,False,12.0,False,False,False,True,False,False,False,False,3.82,859.0,7.0,False,True,False,False,True,False,True,False,False,False,True,False,0.24,False,True,False,False,True,False,False
23.53,True,False,False,3.0,False,True,False,False,False,False,False,False,6.12,2628.0,2.0,True,False,False,False,True,False,False,True,False,True,False,False,0.44,False,True,False,False,True,False,False
63.29,True,False,False,21.0,False,True,False,False,False,False,False,False,18.63,21370.0,11.0,True,False,False,False,True,False,False,True,False,False,True,False,0.33,False,True,False,False,True,False,False
16.95,True,False,False,41.0,False,False,False,False,False,False,True,False,5.65,577.0,15.0,True,False,False,False,True,False,True,False,False,True,False,False,0.17,False,True,False,False,True,False,False
81.04,True,False,False,17.0,False,False,False,False,False,False,False,True,16.06,10055.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.44,False,False,False,True,False,True,False
14.12,True,False,False,12.0,False,False,False,False,False,False,True,False,6.44,178.0,6.0,True,False,False,False,True,False,False,True,False,True,False,False,0.08,True,False,False,False,True,False,False
41.01,True,False,False,19.0,False,True,False,False,False,False,False,False,20.37,7846.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.73,True,False,False,False,True,False,False
13.4,False,True,False,19.0,False,True,False,False,False,False,False,False,5.64,4222.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.47,True,False,False,False,True,False,False
76.46,True,False,False,7.0,False,False,False,False,True,False,False,False,29.2,5012.0,5.0,True,False,False,False,True,False,True,False,False,False,False,True,0.6,True,False,False,False,True,False,False
64.43,False,True,False,26.0,False,False,True,False,False,False,False,False,30.04,5386.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.35,False,False,True,False,True,False,False
23.37,False,True,False,29.0,False,False,False,True,False,False,False,False,12.36,2002.0,8.0,False,True,False,False,True,False,True,False,False,True,False,False,0.63,False,False,False,True,True,False,False
18.57,False,True,False,16.0,False,False,False,False,False,False,True,False,3.52,210.0,8.0,True,False,False,False,True,False,True,False,False,False,True,False,0.25,True,False,False,False,True,False,False
14.43,True,False,False,13.0,True,False,False,False,False,False,False,False,3.86,227.0,8.0,True,False,False,True,False,False,False,True,False,False,True,False,0.44,False,True,False,False,True,False,False
69.08,True,False,False,19.0,False,False,False,False,True,False,False,False,14.8,26603.0,6.0,True,False,False,False,True,False,False,True,False,False,True,False,0.4,False,True,False,False,True,False,False
12.23,True,False,False,14.0,False,False,True,False,False,False,False,False,6.1,1874.0,6.0,True,False,False,True,False,False,True,False,False,False,True,False,0.44,False,False,False,True,True,False,False
18.3,False,True,False,8.0,False,False,False,False,True,False,False,False,4.34,2628.0,8.0,True,False,False,True,False,False,True,False,False,True,False,False,0.05,True,False,False,False,False,True,False
12.55,False,True,False,25.0,False,False,True,False,False,False,False,False,19.02,3467.0,6.0,True,False,False,True,False,False,True,False,False,True,False,False,0.44,False,False,False,True,False,True,False
53.22,True,False,False,18.0,False,True,False,False,False,False,False,False,22.53,5422.0,7.0,True,False,False,False,True,False,True,False,False,True,False,False,0.2,False,True,False,False,True,False,False
32.23,False,True,False,21.0,False,False,False,False,True,False,False,False,924.84,118105.0,10.0,True,False,False,False,True,False,True,False,False,True,False,False,0.43,True,False,False,False,True,False,False
14.18,True,False,False,26.0,True,False,False,False,False,False,False,False,5.95,2581.0,18.0,True,False,False,True,False,False,False,True,False,True,False,False,0.38,True,False,False,False,True,False,False
13.0,False,True,False,20.0,False,False,False,False,False,False,False,True,5.8,12.0,2.0,True,False,False,False,True,False,False,True,False,False,True,False,0.94,False,False,True,False,True,False,False
19.42,True,False,False,4.0,False,False,False,True,False,False,False,False,4.7,51.0,4.0,False,True,False,False,True,False,False,True,False,True,False,False,0.0,True,False,False,False,True,False,False
44.99,True,False,False,12.0,False,False,False,False,True,False,False,False,26.35,24654.0,8.0,True,False,False,True,False,False,True,False,False,False,True,False,0.19,False,True,False,False,False,True,False
10.87,False,True,False,15.0,False,False,False,False,False,False,False,True,8.24,3874.0,8.0,True,False,False,False,True,False,False,True,False,False,True,False,0.08,False,False,True,False,True,False,False
15.74,False,True,False,10.0,False,False,False,False,False,False,True,False,5.3,59.0,4.0,True,False,False,False,True,False,True,False,False,True,False,False,0.09,False,False,False,True,False,True,False
22.07,False,True,False,17.0,False,False,False,True,False,False,False,False,6.22,1795.0,13.0,False,True,False,False,True,False,True,False,False,False,True,False,0.2,True,False,False,False,False,True,False
33.11,True,False,False,18.0,False,False,True,False,False,False,False,False,19.57,10983.0,12.0,True,False,False,True,False,False,True,False,False,True,False,False,0.29,True,False,False,False,False,True,False
10.9,True,False,False,12.0,False,False,False,True,False,False,False,False,3.33,378.0,8.0,False,True,False,False,True,False,False,True,False,True,False,False,0.5,False,False,False,True,True,False,False
95.52,True,False,False,20.0,False,True,False,False,False,False,False,False,62.24,12709.0,7.0,True,False,False,False,True,False,True,False,False,False,False,True,0.56,False,True,False,False,True,False,False
78.35,True,False,False,23.0,False,True,False,False,False,False,False,False,45.75,15608.0,10.0,True,False,False,False,True,False,False,True,False,True,False,False,0.53,True,False,False,False,True,False,False
58.48,True,False,False,38.0,False,False,True,False,False,False,False,False,120.2,37228.0,17.0,True,False,False,False,True,False,True,False,False,True,False,False,0.46,True,False,False,False,False,True,False
10.43,True,False,False,16.0,False,False,True,False,False,False,False,False,15.13,2662.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.8,False,True,False,False,False,True,False
20.97,False,True,False,44.0,False,False,False,False,False,False,True,False,5.1,747.0,12.0,True,False,False,True,False,False,True,False,False,True,False,False,0.79,True,False,False,False,False,True,False
19.16,False,True,False,20.0,False,True,False,False,False,False,False,False,4.26,411.0,4.0,True,False,False,False,True,False,False,True,False,True,False,False,0.06,True,False,False,False,True,False,False
82.25,False,True,False,18.0,False,False,False,False,False,False,False,True,202.12,2628.0,8.0,True,False,False,True,False,False,False,True,False,True,False,False,0.44,True,False,False,False,False,True,False
10.65,True,False,False,6.0,False,False,False,True,False,False,False,False,4.29,100.0,4.0,False,True,False,False,True,False,True,False,False,True,False,False,0.22,True,False,False,False,True,False,False
24.54,True,False,False,20.0,True,False,False,False,False,False,False,False,3.45,406.0,6.0,True,False,False,False,True,False,False,True,False,True,False,False,0.15,False,False,False,True,True,False,False
21.04,False,True,False,12.0,False,True,False,False,False,False,False,False,15.13,3781.0,8.0,True,False,False,False,True,False,False,True,False,True,False,False,0.48,False,False,True,False,True,False,False
22.73,False,True,False,13.0,True,False,False,False,False,False,False,False,6.78,366.0,6.0,True,False,False,False,True,False,True,False,False,False,False,True,0.44,False,False,True,False,True,False,False
27.76,False,True,False,40.0,False,False,False,False,False,False,False,True,30.53,7719.0,6.0,True,False,False,True,False,False,False,True,False,True,False,False,0.52,True,False,False,False,False,True,False
33.61,True,False,False,35.0,False,True,False,False,False,False,False,False,44.89,2628.0,14.0,True,False,False,False,True,False,True,False,False,True,False,False,0.53,False,True,False,False,True,False,False
26.96,True,False,False,20.0,False,False,False,False,False,True,False,False,87.62,126928.0,7.0,True,False,False,False,True,False,True,False,False,True,False,False,0.19,False,False,True,False,True,False,False
23.47,True,False,False,3.0,False,False,False,True,False,False,False,False,5.1,12.0,2.0,False,True,False,True,False,False,True,False,False,True,False,False,0.71,False,True,False,False,False,True,False
20.99,False,True,False,15.0,False,False,False,False,False,False,True,False,4.15,155.0,8.0,True,False,False,True,False,False,True,False,False,True,False,False,0.64,False,False,False,True,True,False,False
14.08,True,False,False,4.0,False,True,False,False,False,False,False,False,5.71,98.0,3.0,True,False,False,True,False,False,True,False,False,True,False,False,0.37,True,False,False,False,False,True,False
22.73,True,False,False,33.0,True,False,False,False,False,False,False,False,3.47,2628.0,13.0,True,False,False,False,True,False,False,True,False,True,False,False,0.01,True,False,False,False,False,True,False
16.51,False,True,False,12.0,False,False,True,False,False,False,False,False,5.08,2264.0,8.0,True,False,False,False,True,False,True,False,False,False,False,True,0.29,False,False,True,False,True,False,False
24.67,True,False,False,13.0,True,False,False,False,False,False,False,False,4.91,449.0,7.0,True,False,False,False,True,False,False,True,False,True,False,False,0.31,True,False,False,False,True,False,False
49.43,True,False,False,22.0,False,False,True,False,False,False,False,False,51.28,10438.0,12.0,True,False,False,False,True,False,True,False,False,False,True,False,0.44,False,True,False,False,True,False,False
11.4,False,True,False,12.0,False,False,False,True,False,False,False,False,5.37,595.0,6.0,False,True,False,False,True,False,True,False,False,True,False,False,0.32,True,False,False,False,False,True,False
80.27,True,False,False,26.0,False,False,True,False,False,False,False,False,11.04,6355.0,9.0,True,False,False,False,True,False,True,False,False,False,True,False,0.44,False,False,False,True,False,True,False
21.89,False,True,False,13.0,False,False,True,False,False,False,False,False,5.56,2195.0,6.0,True,False,False,True,False,False,True,False,False,True,False,False,0.44,True,False,False,False,False,True,False
68.46,False,True,False,24.0,False,False,False,False,True,False,False,False,2182.92,386209.0,11.0,True,False,False,True,False,False,False,True,False,True,False,False,0.6,True,False,False,False,False,True,False
93.21,True,False,False,17.0,False,True,False,False,False,False,False,False,74.37,8439.0,8.0,True,False,False,True,False,False,False,True,False,True,False,False,0.7,False,False,False,True,True,False,False
12.43,True,False,False,33.0,False,False,False,False,False,False,True,False,3.68,997.0,8.0,True,False,False,True,False,False,True,False,False,False,False,True,0.44,False,False,True,False,True,False,False
69.76,True,False,False,30.0,False,True,False,False,False,False,False,False,27.93,57407.0,15.0,True,False,False,True,False,False,True,False,False,True,False,False,0.18,False,False,True,False,True,False,False
18.1,True,False,False,19.0,False,False,False,True,False,False,False,False,4.51,2555.0,11.0,False,True,False,False,True,False,False,True,False,True,False,False,0.57,False,True,False,False,True,False,False
22.12,False,True,False,27.0,False,False,False,True,False,False,False,False,5.08,4343.0,12.0,False,True,False,True,False,False,True,False,False,True,False,False,0.18,True,False,False,False,False,True,False
21.71,True,False,False,36.0,True,False,False,False,False,False,False,False,3.5,2263.0,11.0,True,False,False,True,False,False,True,False,False,True,False,False,0.19,False,True,False,False,True,False,False
18.37,False,True,False,13.0,False,False,False,False,False,False,True,False,6.25,142.0,6.0,True,False,False,False,True,False,True,False,False,True,False,False,0.32,False,False,True,False,True,False,False
18.31,False,True,False,5.0,False,False,False,True,False,False,False,False,5.95,100.0,5.0,False,True,False,True,False,False,True,False,False,False,True,False,0.3,True,False,False,False,False,True,False
11.71,True,False,False,12.0,True,False,False,False,False,False,False,False,6.95,368.0,8.0,True,False,False,False,True,False,True,False,False,False,False,True,0.76,False,True,False,False,True,False,False
77.15,True,False,False,34.0,False,False,False,False,False,True,False,False,4756.22,2133251.0,15.0,True,False,False,True,False,False,True,False,False,True,False,False,0.25,False,True,False,False,False,True,False
84.96,True,False,False,11.0,False,False,False,False,False,False,False,True,201.86,42413.0,6.0,True,False,False,False,True,False,True,False,False,True,False,False,0.78,False,False,False,True,False,True,False
20.77,True,False,False,12.0,False,False,True,False,False,False,False,False,5.31,1218.0,6.0,True,False,False,False,True,False,True,False,False,False,True,False,0.44,False,False,True,False,True,False,False
17.3,True,False,False,30.0,False,False,False,False,False,False,True,False,6.05,1233.0,17.0,True,False,False,False,True,False,False,True,False,True,False,False,0.1,False,True,False,False,True,False,False
89.36,True,False,False,40.0,False,False,False,False,False,False,False,True,11.6,7695.0,8.0,True,False,False,False,True,False,True,False,False,False,False,True,0.31,False,True,False,False,True,False,False
19.9,False,True,False,20.0,True,False,False,False,False,False,False,False,3.52,2628.0,6.0,True,False,False,False,True,False,False,True,False,False,False,True,0.51,False,False,False,True,True,False,False
11.52,True,False,False,4.0,False,False,True,False,False,False,False,False,6.86,75.0,3.0,True,False,False,False,True,False,False,True,False,True,False,False,0.26,True,False,False,False,False,True,False
18.35,True,False,False,44.0,False,False,False,False,False,False,True,False,5.99,387.0,13.0,True,False,False,False,True,False,True,False,False,False,True,False,0.54,True,False,False,False,False,True,False
73.77,True,False,False,29.0,False,False,True,False,False,False,False,False,29.52,16026.0,9.0,True,False,False,False,True,False,False,True,False,True,False,False,0.36,False,False,False,True,True,False,False
35.42,False,True,False,17.0,False,False,False,False,False,True,False,False,273.44,278914.0,11.0,True,False,False,False,True,False,False,True,False,True,False,False,0.12,False,True,False,False,True,False,False
22.56,True,False,False,19.0,False,False,False,False,False,False,True,False,6.29,2628.0,8.0,True,False,False,True,False,False,True,False,False,True,False,False,0.28,False,True,False,False,False,True,False
17.88,False,True,False,22.0,True,False,False,False,False,False,False,False,5.38,687.0,7.0,True,False,False,False,True,False,True,False,False,False,True,False,0.15,True,False,False,False,False,True,False
13.35,True,False,False,28.0,True,False,False,False,False,False,False,False,5.64,1373.0,13.0,True,False,False,False,True,False,False,True,False,True,False,False,0.2,False,False,False,True,True,False,False
19.15,True,False,False,3.0,False,False,True,False,False,False,False,False,6.21,43.0,3.0,True,False,False,False,True,False,True,False,False,True,False,False,0.44,True,False,False,False,False,True,False
14.6,False,True,False,3.0,False,True,False,False,False,False,False,False,5.82,45.0,2.0,True,False,False,False,True,False,True,False,False,True,False,False,0.37,False,False,True,False,True,False,False
17.47,True,False,False,54.0,True,False,False,False,False,False,False,False,5.59,3966.0,16.0,True,False,False,False,True,False,True,False,False,True,False,False,0.9,False,True,False,False,True,False,False
73.63,True,False,False,20.0,False,False,False,False,False,False,False,True,6391.33,7878463.0,23.0,True,False,False,True,False,False,True,False,False,True,False,False,0.05,False,False,False,True,False,True,False
40.16,True,False,False,20.0,False,True,False,False,False,False,False,False,10.23,5363.0,10.0,True,False,False,True,False,False,False,True,False,True,False,False,0.79,False,True,False,False,True,False,False
41.16,True,False,False,9.0,False,False,False,False,True,False,False,False,49.96,6873.0,5.0,True,False,False,True,False,False,True,False,False,True,False,False,0.73,False,True,False,False,True,False,False
17.02,True,False,False,11.0,True,False,False,False,False,False,False,False,4.43,207.0,8.0,True,False,False,False,True,False,True,False,False,True,False,False,0.36,False,True,False,False,True,False,False
23.79,True,False,False,9.0,False,False,False,False,False,False,False,True,3.43,708.0,4.0,True,False,False,False,True,False,False,True,False,False,True,False,0.63,True,False,False,False,False,True,False
20.45,False,True,False,38.0,True,False,False,False,False,False,False,False,5.31,2169.0,9.0,True,False,False,True,False,False,True,False,False,False,False,True,0.0,False,False,False,True,False,True,False
17.76,True,False,False,24.0,False,False,False,True,False,False,False,False,8.35,3525.0,11.0,False,True,False,False,True,False,True,False,False,False,True,False,0.16,False,False,True,False,True,False,False
22.4,True,False,False,18.0,False,True,False,False,False,False,False,False,3.58,3174.0,9.0,True,False,False,False,True,False,False,True,False,True,False,False,0.61,False,True,False,False,True,False,False
77.16,False,True,False,32.0,False,False,False,True,False,False,False,False,54.46,9316.0,21.0,False,True,False,True,False,False,False,True,False,True,False,False,0.52,False,False,True,False,True,False,False
46.28,False,True,False,22.0,False,False,False,False,False,False,False,True,270.75,405806.0,11.0,True,False,False,False,True,False,True,False,False,True,False,False,0.8,False,False,False,True,True,False,False
12.12,False,True,False,20.0,False,False,False,False,False,False,True,False,6.06,2628.0,11.0,True,False,False,False,True,False,False,True,False,False,False,True,0.09,False,False,False,True,True,False,False
63.36,True,False,False,27.0,False,False,False,False,True,False,False,False,2721.22,577202.0,12.0,True,False,False,False,True,False,True,False,False,True,False,False,0.72,False,False,True,False,True,False,False
10.34,True,False,False,23.0,True,False,False,False,False,False,False,False,3.15,1130.0,8.0,True,False,False,True,False,False,True,False,False,True,False,False,0.4,True,False,False,False,False,True,False
11.87,True,False,False,5.0,False,False,False,False,False,False,True,False,5.88,19.0,3.0,True,False,False,False,True,False,True,False,False,True,False,False,0.61,False,False,False,True,False,True,False
23.83,True,False,False,16.0,False,False,False,True,False,False,False,False,3.44,907.0,6.0,False,True,False,False,True,False,True,False,False,False,False,True,0.71,False,True,False,False,True,False,False
17.55,True,False,False,36.0,True,False,False,False,False,False,False,False,14.06,4225.0,17.0,True,False,False,False,True,False,False,True,False,True,False,False,0.77,True,False,False,False,True,False,False
